id,case_id,title,source,url,date,snippet,block,narrative_stage,source_type_scale,article_tone,situation_presentation,forecast_presence,forecast_type,forecast_detail_level,hash
nn_ru_207,nornickel,"Правительство направит взысканные у ""Норникеля"" средства в Норильск",Рамблер,https://news.google.com/rss/articles/CBMirwFBVV95cUxOeFQ4VGtlY1I3aFpJZkFSVTZNS29vaFRjeFEyTDFqTHpFTzlmbFRZeXpiaXp3eXhpeGJBeGVjS0FlRkV6MExpcmg3V1htRm5KUzZDbVJoM2VtWHpncjVaaENORnU3eXUycEVaaE05enB5cTY2cUtxYUxUbVpudVMxVV85X3JHVWJ4Z0NHbWlDODNIU1hwUTRRbVgxRXBPRXM5UWMzal9hTS1UWHU5SUtR0gGvAUFVX3lxTE54VDhUa2VjUjdoWklmQVJVNk1Lb29oVGN4UTJMMWpMekVPOWZsVFl5emJpend5eGl4YkF4ZWNLQWVGRXowTGlyaDdXWG1GbkpTNkNtUmgzZW1YemdyNVpoQ05GdTd5dTJwRVpoTTl6cHlxNjZxS3FhTFRtWm51UzFVXzlfckdVYnhnQ0dtaUM4M0hTWHBRNFFtWDFFcE9FczlRYzNqX2FNLVRYdTlJS1E?oc=5,2026-03-18,"Правительство направит взысканные у ""Норникеля"" средства в Норильск&nbsp;&nbsp;Рамблер",russian,N1,0.5,informational,neutral,False,,,d11121a7bf74
nn_ru_013,nornickel,Потанин заявил о готовности компенсировать ущерб от разлива,TASS,https://tass.ru/ekonomika/8560819,2020-06-08,Владимир Потанин заявил о готовности Норникеля в полном объеме компенсировать ущерб от разлива топлива в Норильске и принять меры для предотвращения подобных инцидентов.,russian,N4,0.7,informational,neutral,False,,,5d23b7f4bd3c
nn_ru_101,nornickel,"Налоговики оспорили отнесение рекордного штрафа ""Норникеля"" на расходы",Интерфакс,https://news.google.com/rss/articles/CBMiUEFVX3lxTE1ydDF0MElHUXp4RzJOZjN0TXBWWEZKVTcwdWpNcTVPOEtwTl9yeXhoNnZmNWpXYXFqZFNMdDdCdjFFNEVPNTFIeDJKTU15dTBW0gFKQVVfeXFMTmF4RVdYYWpJa0taSDRzQW9mYkJfZDdoYmt0YndzUHhaOXVWNlQ0VUJ3N0U5dWxXXzRJblp6V2s4UE1xRjRGYzJiUWc?oc=5,2026-03-18,"Налоговики оспорили отнесение рекордного штрафа ""Норникеля"" на расходы&nbsp;&nbsp;Интерфакс",russian,N5,0.5,informational,neutral,False,,,e4926c796bdb
nn_ru_030,nornickel,Норникель отчитался о рекордной прибыли за 2019 год,Interfax,https://example.com/article/30,2020-02-10,Норникель отчитался о рекордной чистой прибыли за 2019 год в размере 6 миллиардов долларов благодаря высоким ценам на металлы.,russian,N0,0.5,informational,neutral,False,,,db824a3d2706
nn_ru_151,nornickel,Изменение климата привело к ЧС в Норильске,dw.com,https://news.google.com/rss/articles/CBMigAFBVV95cUxNM0NOUXZMY1BJdXFBNnJDWjlESWZ1QkpYTWk0bXZtUTluRHN2VTNZNVZZd2Y1QUYtejVoUm1EeHRBa3BsaXZNNTRXa3podmJuUVRDQnp1NURsZHN2bTFnQTRGanBNdWE2TFdVVE9EdThiQy1iVzQtdUlPeXZ4UlBEN9IBgAFBVV95cUxPc19vRmJSMnIwSTl1S1ZhSVhRN3laMGRTekJkVzRLQmxBeXZIOXRSOTRvUlEwVENtOXFVSWRUT3kwMENCcGFoUkZjR1N2V2xyYTVrWFZaRTJETTk4Ui1PR3k2U2sxS0xGVTJFSE5TTFdSQmhiOVl5cmlDM0hTcTU2Mg?oc=5,2026-03-18,Изменение климата привело к ЧС в Норильске&nbsp;&nbsp;dw.com,russian,N1,0.5,informational,neutral,False,,,dc2e03bb8e37
nn_ru_105,nornickel,"Война в ""Норникеле"": Дерипаска выиграл у Потанина первую битву в лондонском суде",BBC,https://news.google.com/rss/articles/CBMiWEFVX3lxTFBTU1RERTBqUGhxWEZjMGM4R05wSlFoQWpqNUlQc1dfamZlQ3dQVWNiaGdDLWhxNjN5SS1hX2hWZXZPLVlnZ21iNGVUNXhCNnBERjIxQ3pRdzfSAV5BVV95cUxPbV9XbVNZcUl6LVFZSm9hSEVhY1pYdTN1OUlmOGdqVmkzd3BuSEFEVmhxblBoem51WXlmd0tzMFZyZDdNb1JTek10YmNtSEpFWFFMb0U1eE1aNDRpZUpR?oc=5,2026-03-18,"Война в ""Норникеле"": Дерипаска выиграл у Потанина первую битву в лондонском суде&nbsp;&nbsp;BBC",russian,N4,0.5,informational,neutral,False,,,4e4008fa90dd
nn_ru_006,nornickel,Росприроднадзор оценил ущерб от разлива в Норильске,Vedomosti,https://www.vedomosti.ru/society/articles/2020/06/03/830832-nornikel,2020-06-03,"Росприроднадзор провел предварительную оценку ущерба от разлива топлива в Норильске. По предварительным расчетам, сумма ущерба составит миллиарды рублей.",russian,N2,0.75,informational,neutral,False,,,0b30e3dee051
nn_ru_205,nornickel,В суде рассказали о причинах утечки нефти в Норильске в 2020 году,Реальное время,https://news.google.com/rss/articles/CBMipgFBVV95cUxQQ3c5eV9nLUNDZ1pTd1ZOaGRXUDU2UlR2ekFna21mdVR4Nll5NXNVMDJCWWU3N2JSdXQtR2YwWmtKcnZGUWtUbFF5cGI0NHpBODdpd3JoM1ZBbnZET3hxRGlVZ05lRnpRSFJxTUhtU0hOZGE1enJtMGdzUEFWQ1o0OEI5cEFVMXQweWZjR1ZhR09RV2tHazEweUpsRjRGc29CaV80R2Rn?oc=5,2026-03-18,В суде рассказали о причинах утечки нефти в Норильске в 2020 году&nbsp;&nbsp;Реальное время,russian,N5,0.5,informational,neutral,False,,,c0af7a0596e6
nn_ru_116,nornickel,Санкции заморозили спор между Дерипаской и Потаниным - новости Право.ру,ПРАВО.Ru,https://news.google.com/rss/articles/CBMiQ0FVX3lxTE82Y1I2N3A4dTFfNXlUX2p3dk1PQ1lYZENLYl93SWtpMktwX2lhVzVweE4xZnZYR000Q1JtbjF3NzZCQU3SAUhBVV95cUxNYVoydmpoeFRGeGdfX3BKOFJrY1Z3SE9YZzF3Z2ZyUkZLUTJBa2NxOVgwRF9CcUtIQmtyVlRWVHdnWDQtekx1OTU?oc=5,2026-03-18,Санкции заморозили спор между Дерипаской и Потаниным - новости Право.ру&nbsp;&nbsp;ПРАВО.Ru,russian,N4,0.5,informational,neutral,False,,,5c8150c7b113
nn_ru_133,nornickel,"Что происходит в Норильске, где случилась экологическая катастрофа, о которой Путин «узнал из соцсетей»",Onlíner,https://news.google.com/rss/articles/CBMi0wFBVV95cUxPZ1J5OWxOeW1mTF94ZUEzbHF0dm4yVC1TdUdlUldvckdiR3N4NzBqOW5NZTNvU21KRDQwZzNMY3Z3OEphTzV3MWNNbkI2aG9uemFRVk5lNHBxY0FrWENocEdYZmVEd1ZBcE41QXY0bmN1c2NZb2JLM0czRmRtaGthQU5NclhrQk4yTWpOSHFQQmFoV0ZuY1dJYm1HQnhIVUtZeF9BNG9SV3Mwdk9XelR6SlJBVkczdC01UVVRVlF6T3U4cHRkNzUyb1JCYndYSTVRQ1Q4?oc=5,2026-03-18,"Что происходит в Норильске, где случилась экологическая катастрофа, о которой Путин «узнал из соцсетей»&nbsp;&nbsp;Onlíner",russian,N3,0.5,informational,neutral,False,,,b83eebb9e471
nn_ru_040,nornickel,Экологи бьют тревогу: разлив в Норильске,Greenpeace Russia,https://example.com/article/40,2020-05-31,Гринпис России выражает крайнюю обеспокоенность в связи с разливом топлива в Норильске. Экологические последствия могут быть катастрофическими.,russian,N1,0.5,informational,neutral,False,,,3e9f46b48e71
nn_ru_170,nornickel,«Норникель» выплатил рекордный штраф за экологическую катастрофу в Арктике,Forbes.ru,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQMlZSQmEtSl9UemJ4dmJPSmo4N19pRmFQZkZvSUIweVkyUjlDSExoTlA3WnJVWUZLMXlHZXVxOWRsNF9MN09OZnFxYnpiUE5tTEhzak83SWlWTWVMa1Zhc2dob2pIUjZhVmlrbVJmNl9VcmtIQ204YUhNdW1QN051SHdVcGFhZVZJOENUanZHRGJkTmtWZHRQTzZ0WWc3Vkp0XzlEQTdrYmhUSkhqOWc2WFFYS05Walo5Z01r?oc=5,2026-03-18,«Норникель» выплатил рекордный штраф за экологическую катастрофу в Арктике&nbsp;&nbsp;Forbes.ru,russian,N5,0.5,informational,neutral,False,,,79ed913de264
nn_ru_091,nornickel,В Иране заявили об ударе по израильским топливозаправщикам в аэропорту Бен-Гурион,tass,https://tass.ru/mezhdunarodnaya-panorama/26803009,2026-03-18,"В армейской пресс-службе отметили, что атака была ответом на убийство секретаря Высшего совета национальной безопасности Али Лариджани",russian,N1,0.7,informational,neutral,False,,,1d8da4332006
nn_ru_160,nornickel,Путин разрешил демонстрировать свастику без пропаганды нацизма,Национальный акцент,https://news.google.com/rss/articles/CBMilAFBVV95cUxQdG9FUFo4ZEtoNjhKUnpzZ2FRWFBma3dZSDZYeGlOdXFXX2Z4MnNpM2RFODB3M0pWVGRRS2VmejQ2NkdjT2RZcHEtVjJqeTd5V21yc1FoMTNjUmlEMkU5WjlTc2JOOGFTMWVwbUNpXzVzZVluSm8zYmUyY2RfakVNWHVMcVV0bGp0QkxKRENWTGNsMjdv?oc=5,2026-03-18,Путин разрешил демонстрировать свастику без пропаганды нацизма&nbsp;&nbsp;Национальный акцент,russian,N3,0.5,informational,neutral,False,,,b782940b9d95
nn_ru_017,nornickel,Масштабы разлива топлива в Норильске превысили 21 тысячу тонн,TASS,https://tass.ru/proisshestviya/8546893,2020-06-01,Масштабы разлива дизельного топлива в Норильске превысили 21 тысячу тонн. Это делает аварию одной из крупнейших в истории современной России.,russian,N1,0.7,informational,neutral,False,,,0451d3a93060
nn_ru_018,nornickel,МЧС объявило федеральный уровень ЧС в Норильске,RIA Novosti,https://ria.ru/20200603/1572494629.html,2020-06-03,МЧС России объявило федеральный уровень чрезвычайной ситуации в связи с разливом топлива в Норильске.,russian,N1,0.7,informational,neutral,False,,,2211950014d6
nn_ru_148,nornickel,Норильск: что удалось выяснить непосредственно на месте событий,Правда.Ру,https://news.google.com/rss/articles/CBMiWkFVX3lxTE9zZ0RoWmQ3NVFjd3RYbFk4d0pWY1ZQdmVqczc4eHg5UC0yQlBQODV3akN2NnV0Z3E1QkwxRmgwVE9CQkZUS2NNbHc0dENXWjBEbEJPWjhNbTZkZw?oc=5,2026-03-18,Норильск: что удалось выяснить непосредственно на месте событий&nbsp;&nbsp;Правда.Ру,russian,N1,0.5,informational,neutral,False,,,b9dbce479659
nn_ru_161,nornickel,Горящие реки и тайное имущество главы Росприроднадзора,navalny.com,https://news.google.com/rss/articles/CBMiQEFVX3lxTE85RDQ4ZzhHb1NDNFczUnRhYmxtODlhZjZMeVB3SlZkbEQxSkQwbnhLZWhBckgwdnphRDhVaXVJbTE?oc=5,2026-03-18,Горящие реки и тайное имущество главы Росприроднадзора&nbsp;&nbsp;navalny.com,russian,N1,0.5,informational,neutral,False,,,4113bb27783f
nn_ru_103,nornickel,Олег Владимирович и Владимир Олегович вновь у заимки,УтроNews,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNVmkyMzhTbGJtWENfWjZxenZSbkVOUEMwRjVTY1BVOWJETU4ycEZFcGttM0N6YmNtQmJXdVpGZWZDZDU3Vno4UjhKbE1nT2JLazloMHNlOFprRlhsZkt1ZmFNS0gyVTNoVndjMUNoa2s5cTZqRGF4b2h5ZjRjQ0dJSlZlUG5BZWRw?oc=5,2026-03-18,Олег Владимирович и Владимир Олегович вновь у заимки&nbsp;&nbsp;УтроNews,russian,N1,0.5,informational,neutral,False,,,e63c77ef7f51
nn_ru_106,nornickel,Крупнейшему майнеру России гасят свет. Компания Потанина предъявила ему счет на сотни миллионов вслед за структурами Дерипаски,CNews.ru,https://news.google.com/rss/articles/CBMid0FVX3lxTE5heU15akUxNU12a3dRa0lZbGQzbk9HTDhjLURwdXl0UTd3VTgyQzk0a1JuSDRGX21fcjctVGtfNVJQNzBPSnhKX3EwQ1F6LW5kcmFuSVVsUlo2dC0wUGRnYjNyMl95X0ZhcGNpbEl2NGVBbzhoR09z?oc=5,2026-03-18,Крупнейшему майнеру России гасят свет. Компания Потанина предъявила ему счет на сотни миллионов вслед за структурами Дерипаски&nbsp;&nbsp;CNews.ru,russian,N4,0.5,informational,neutral,False,,,ef040529eb31
nn_ru_113,nornickel,"На тропе войны. Потанин выкупает долю Абрамовича в «Норникеле», Дерипаска против",Forbes.ru,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQanJCWU1TRVNLV1NhRlRDbXpCRFJ5bVFvYVNwVkRLVGVsSjRpcXp2YlVoRHlJYzlmckJDNmlqYnBTU3FMd0pLZGtCcXpPXy16UDhfRVhvLUFrTmVsdGwzdU5XRkNuWHVoQXhsSTZOdFFQVWRqTVcyVFR2eWJGLVQtNXR6OVN0V1VKYWNqYVNKajVwYk5JTkx5S0lmblBoX2hITzdjMU1XUzE1ZUFIUTlKT2JTU25ZTjNmbUs0?oc=5,2026-03-18,"На тропе войны. Потанин выкупает долю Абрамовича в «Норникеле», Дерипаска против&nbsp;&nbsp;Forbes.ru",russian,N4,0.5,informational,neutral,False,,,94a9a8e9c22b
nn_ru_172,nornickel,«Норникель»: как 146 миллиардов штрафа принесли компании новые проблемы,ФедералПресс,https://news.google.com/rss/articles/CBMiS0FVX3lxTE1QSTNQQkdqM1U4dTBlT1F1bTFBcGIxRVhYU2dUdGtsS1p5eWQyY2VDSnNCU0c2TzVQMmtCUjNNdFB4aVRUN1RKVmQtcw?oc=5,2026-03-18,«Норникель»: как 146 миллиардов штрафа принесли компании новые проблемы&nbsp;&nbsp;ФедералПресс,russian,N5,0.5,informational,neutral,False,,,a08ce5df9646
